sfr,phi,number
-2.0500765,3.3333333333333333e-06,1
-1.0763524,6.666666666666667e-06,2
-0.92159915,1e-05,3
-0.53115445,3e-05,9
-0.1780704,8.333333333333333e-05,25
0.16281873,0.00013,39
0.5051777,0.0002666666666666667,80
0.8575467,0.0005733333333333334,172
1.1683838,0.0009533333333333334,286
1.4566249,0.0005366666666666666,161
1.7836752,6.666666666666667e-05,20
2.043072,3.3333333333333333e-06,1
2.3522398,3.3333333333333333e-06,1
