sfr,phi,number
-3.0231216,0.0046366666666666665,1391
-2.70028,0.00655,1965
-2.3524868,0.00717,2151
-2.0124614,0.00912,2736
-1.6623193,0.013013333333333333,3904
-1.3473024,0.015923333333333334,4777
-1.0141362,0.010246666666666666,3074
-0.6769788,0.00613,1839
-0.33129063,0.004013333333333333,1204
0.0023555297,0.0028366666666666666,851
0.3318827,0.00144,432
0.6382294,0.0005766666666666666,173
0.9494676,7.333333333333333e-05,22
1.1993924,3.3333333333333333e-06,1
