#k, Pk, shotnoise
0.04341288312123372 11214.63701923077 304.0903879154701
0.08702917279381502 6379.2421875 304.0903879154701
0.1383580533618277 3536.796590909091 304.0903879154701
0.18816021908589495 2686.122120596206 304.0903879154701
0.23625913419086358 1700.4924568965516 304.0903879154701
0.28659649923986236 1339.5615631691649 304.0903879154701
0.336496845727412 1143.5602396972245 304.0903879154701
0.38526394865674995 942.4626889168766 304.0903879154701
0.4353385396840001 809.768060836502 304.0903879154701
0.48579519714601554 727.1745931809377 304.0903879154701
0.5357681057561946 654.031611503856 304.0903879154701
0.5857795564823571 601.6732660111612 304.0903879154701
0.6358369352385822 564.6727138307552 304.0903879154701
0.6855912190764698 529.1225451688924 304.0903879154701
0.7357376365332933 498.7145307010206 304.0903879154701
0.785888316635595 481.0884793660287 304.0903879154701
0.8354508673961637 447.6956435381356 304.0903879154701
0.8853431150659767 440.38111214844207 304.0903879154701
0.9357076450136291 417.1850797266515 304.0903879154701
0.9855134011183664 411.2891935947838 304.0903879154701
1.0355603946178449 397.6135942760943 304.0903879154701
1.0856093068854897 385.8003707794257 304.0903879154701
1.1352793302749726 379.77703708956807 304.0903879154701
1.1855424738245635 369.92877982365144 304.0903879154701
1.235589962480957 362.9171993728139 304.0903879154701
1.2854141752703863 356.0443290956531 304.0903879154701
1.335103210186715 351.6491876692356 304.0903879154701
1.3849150178231553 344.38959958151037 304.0903879154701
1.4353360222887381 341.82988874719666 304.0903879154701
1.485613306637673 338.7852777315816 304.0903879154701
1.535354716705412 334.15490695396664 304.0903879154701
1.5853718463791757 334.2817957823031 304.0903879154701
1.635383384573632 326.10168849069606 304.0903879154701
1.6851318639482276 324.81772840625706 304.0903879154701
1.735224381186698 323.30003634601405 304.0903879154701
1.7852024682840006 321.8144285218999 304.0903879154701
1.8351534362292543 320.72010419775864 304.0903879154701
1.8852386227218252 319.1136492695266 304.0903879154701
1.9351796775515677 314.90726823178045 304.0903879154701
1.9852060540040126 314.17217989221336 304.0903879154701
2.0352229355666753 312.5705389593121 304.0903879154701
2.0851975909499876 311.7751667262744 304.0903879154701
2.1353618591114527 310.1364619203972 304.0903879154701
2.1852158606399072 311.3569018999612 304.0903879154701
2.235016101084209 305.6142049301832 304.0903879154701
2.2851621441693877 305.8355157201877 304.0903879154701
2.3350632002792198 303.96404228329806 304.0903879154701
2.3851032403022625 304.9672508635026 304.0903879154701
2.4352231747130406 304.63857027714056 304.0903879154701
2.485164951691251 303.8472368362553 304.0903879154701
2.5351776357427003 303.83624210917196 304.0903879154701
2.5852819577913158 304.27152444347445 304.0903879154701
2.635367029706435 303.4625328456551 304.0903879154701
2.685276266805426 302.9692621904519 304.0903879154701
2.7350574577609077 302.1328363350064 304.0903879154701
2.7849721239192875 300.4549993508103 304.0903879154701
2.8351149786725958 301.05481848334773 304.0903879154701
2.8853070427774172 303.24500246724057 304.0903879154701
2.935323261063467 303.2994367158829 304.0903879154701
2.985188638080608 301.92502372014354 304.0903879154701
